???,Unnamed: 1,dlnC_RAW,dlnY_RAW,dlnC_NOME,dlnY_NOME,POP,RGDPPC_PPP,TO,FO
FIN,2012,-2.216,-3.983,-1.653,-3.13,5426.674,23331.24,0.583,1.0
FIN,2013,-2.991,-3.293,-2.259,-2.911,5451.27,23045.852,0.563,1.0
FIN,2014,-1.732,-3.119,-1.575,-2.715,5471.753,22796.939,0.554,1.0
FIN,2015,-0.752,-2.409,-1.201,-2.302,5487.308,22742.28,0.517,1.0
FIN,2016,-0.545,-0.45,-1.438,-1.466,5503.297,23162.072,0.493,1.0
FRA,1875,8.516,-3.691,2.999,-2.22,38221.0,2219.069,0.282,
FRA,1876,0.005,-2.879,-0.544,-2.41,38398.0,2028.22,0.307,
FRA,1877,-7.792,-2.049,-3.561,-2.729,38576.0,2127.482,0.278,
FRA,1878,-3.989,-7.4,-2.564,-3.63,38763.0,2091.126,0.295,
FRA,1879,0.805,-2.657,-0.776,-1.559,38909.0,1953.307,0.341,
FRA,1880,-2.805,4.217,-1.144,1.224,39045.0,2120.43,0.335,
FRA,1881,2.679,4.587,1.145,1.571,39191.0,2193.64,0.318,
FRA,1882,5.31,1.713,1.24,-0.254,39337.0,2288.346,0.301,
FRA,1883,-5.638,-6.073,-2.88,-3.625,39472.0,2287.84,0.303,
FRA,1884,-6.097,-7.006,-3.107,-4.672,39629.0,2253.254,0.291,
FRA,1885,0.544,-4.616,-0.967,-3.626,39733.0,2207.355,0.286,
FRA,1886,-1.42,-2.918,-1.26,-2.64,39858.0,2236.683,0.296,
FRA,1887,-2.026,-0.806,-0.45,-1.296,39889.0,2249.434,0.289,
FRA,1888,6.053,0.682,1.558,-0.511,39920.0,2269.404,0.286,
FRA,1889,-5.315,-1.317,-1.604,-0.487,40004.0,2322.428,0.292,
FRA,1890,0.769,1.991,0.373,0.485,40014.0,2376.012,0.283,1.0
FRA,1891,2.514,-0.535,0.961,-0.332,39983.0,2432.061,0.284,1.0
FRA,1892,1.892,0.47,0.539,-0.375,39993.0,2492.872,0.267,1.0
FRA,1893,-1.539,-5.469,-1.608,-1.291,40014.0,2534.895,0.252,1.0
FRA,1894,-4.614,7.667,-2.956,2.116,40056.0,2626.023,0.244,1.0
FRA,1895,-5.609,-3.687,-3.533,-1.062,40098.0,2569.222,0.261,1.0
FRA,1896,-0.088,1.484,-1.964,0.233,40192.0,2685.442,0.25,1.0
FRA,1897,-6.792,-4.571,-2.646,-1.312,40348.0,2639.248,0.248,1.0
FRA,1898,5.763,4.111,1.349,1.236,40473.0,2759.617,0.25,1.0
FRA,1899,-0.129,1.837,-0.229,0.552,40546.0,2911.447,0.266,1.0
FRA,1900,-0.206,-0.363,-0.84,-0.997,40598.0,2875.686,0.268,1.0
FRA,1901,-2.573,-6.709,-1.818,-3.3,40640.0,2826.495,0.271,1.0
FRA,1902,-5.279,-2.881,-2.481,-1.784,40713.0,2775.29,0.271,1.0
FRA,1903,0.216,1.616,-0.625,-0.009,40786.0,2830.548,0.267,1.0
FRA,1904,2.197,0.297,-0.048,-0.023,40859.0,2846.708,0.271,1.0
FRA,1905,-2.814,0.844,-0.937,0.142,40890.0,2894.02,0.29,1.0
FRA,1906,-0.751,-3.068,-0.174,-0.532,40942.0,2943.281,0.306,1.0
FRA,1907,4.467,6.091,1.11,2.292,40942.0,3070.33,0.305,1.0
FRA,1908,-3.092,-2.018,-1.003,-0.427,41046.0,3044.949,0.286,1.0
FRA,1909,2.065,1.473,-0.514,0.22,41109.0,3166.815,0.298,1.0
FRA,1910,-10.464,-6.599,-3.33,-1.564,41224.0,2965.207,0.328,1.0
FRA,1911,9.128,8.067,2.73,3.528,41307.0,3249.577,0.314,1.0
FRA,1912,-0.211,6.338,-0.853,2.284,41359.0,3514.493,0.303,1.0
FRA,1913,-2.298,-2.487,-3.175,-3.35,41463.0,3484.77,0.309,0.975
FRA,1914,-10.957,-19.233,-8.223,-11.85,41476.0,3236.336,0.24,0.907
FRA,1915,-15.181,-14.355,-9.415,-9.22,40481.0,3248.067,0.276,0.806
FRA,1916,2.804,12.012,-1.068,3.271,39884.0,3463.331,0.41,0.694
FRA,1917,-0.888,-2.565,-1.454,-3.608,39288.0,2978.927,0.516,0.593
FRA,1918,-5.829,-17.067,-1.034,-8.439,38542.0,2395.529,0.406,0.525
FRA,1919,15.976,8.156,8.432,3.655,38700.0,2811.375,0.484,0.5
FRA,1920,2.41,4.993,3.039,2.437,39000.0,3226.921,0.438,0.5
FRA,1921,-4.091,-6.747,0.639,-0.466,39240.0,3074.626,0.318,0.5
FRA,1922,13.88,16.487,7.036,9.793,39420.0,3610.392,0.293,0.5
FRA,1923,-5.147,2.932,-1.06,4.76,39880.0,3753.526,0.337,0.5
FRA,1924,0.662,8.749,0.561,6.256,40310.0,4179.464,0.38,0.525
FRA,1925,2.134,-0.985,0.517,1.029,40610.0,4166.378,0.362,0.593
FRA,1926,-5.832,1.701,-1.886,1.021,40870.0,4249.468,0.368,0.694
FRA,1927,5.388,-3.74,1.751,-0.819,40940.0,4153.971,0.355,0.806
FRA,1928,-2.467,4.073,-0.91,2.256,41050.0,4431.465,0.317,0.907
FRA,1929,2.612,6.49,0.15,2.139,41230.0,4709.998,0.313,0.975
FRA,1930,-4.642,-5.181,-2.342,-3.43,41610.0,4531.558,0.285,1.0
FRA,1931,-1.325,-6.187,-1.334,-5.156,41860.0,4235.26,0.243,1.0
FRA,1932,-1.991,-10.838,-1.444,-6.693,41860.0,3959.123,0.186,1.0
FRA,1933,2.232,1.261,-0.669,-1.961,41890.0,4239.126,0.189,1.0
FRA,1934,-6.416,-5.193,-3.023,-4.273,41950.0,4191.731,0.178,0.962
FRA,1935,-0.65,-4.135,-1.901,-3.053,41940.0,4085.931,0.178,0.86
FRA,1936,-3.602,-0.229,-2.494,-1.342,41910.0,4243.998,0.166,0.711
FRA,1937,-0.785,0.656,-1.188,-1.264,41930.0,4486.637,0.191,0.548
FRA,1938,2.403,-4.163,-0.624,-3.261,41960.0,4466.212,0.185,0.409
FRA,1939,-8.914,2.427,-6.821,-3.073,41900.0,4793.31,0.16,0.327
FRA,1940,-5.705,-25.298,-8.664,-15.101,41000.0,4042.168,0.137,0.314
FRA,1941,-38.545,-4.939,-32.142,-6.497,39600.0,3309.382,0.095,0.344
FRA,1942,-24.733,-0.947,-25.29,-3.628,39400.0,2981.461,0.12,0.375
FRA,1943,-16.05,-1.876,-15.173,-4.925,39000.0,2860.141,0.091,0.406
FRA,1944,12.532,-28.314,11.668,-17.139,38900.0,2421.769,0.063,0.438
FRA,1945,26.322,19.097,24.12,13.792,39700.0,2573.142,0.076,0.469
FRA,1946,22.559,27.294,21.808,22.325,40290.0,3855.192,0.175,0.5
FRA,1947,9.075,3.59,9.713,6.084,40680.0,4137.898,0.183,0.531
FRA,1948,5.629,9.848,5.675,9.177,41110.0,4393.365,0.192,0.561
FRA,1949,2.722,3.61,3.311,4.267,41480.0,4946.345,0.194,0.586
FRA,1950,2.916,5.507,3.001,4.883,42518.0,5185.851,0.213,0.605
FRA,1951,5.106,3.112,4.36,2.845,42862.0,5461.108,0.251,0.618
FRA,1952,1.67,0.07,2.129,0.684,43184.0,5564.26,0.207,0.623
FRA,1953,1.813,0.398,1.864,0.945,43495.0,5683.941,0.189,0.625
FRA,1954,1.636,2.699,2.078,2.543,43822.0,5915.18,0.189,0.625
FRA,1955,3.014,3.178,2.754,2.705,44218.0,6198.788,0.198,0.625
FRA,1956,3.417,3.04,2.728,3.018,44657.0,6448.463,0.189,0.631
FRA,1957,2.295,3.601,1.553,2.779,45152.0,6761.782,0.195,0.648
FRA,1958,-2.091,0.603,-0.472,1.365,45654.0,6855.172,0.184,0.673
FRA,1959,-0.348,0.477,0.407,1.513,46129.0,6978.777,0.198,0.702
FRA,1960,2.693,4.835,2.178,3.604,46584.0,7397.583,0.219,0.727
FRA,1961,3.296,2.767,3.021,2.814,47128.0,7718.426,0.212,0.744
FRA,1962,3.897,3.154,3.474,2.935,48089.0,8067.063,0.202,0.75
FRA,1963,4.013,1.949,3.698,2.559,48799.0,8362.671,0.207,0.75
FRA,1964,3.027,3.746,3.005,3.022,49357.0,8819.337,0.211,0.75
FRA,1965,1.625,2.184,2.286,2.376,49802.0,9165.415,0.21,0.737
FRA,1966,2.493,2.694,2.414,2.627,50254.0,9544.136,0.215,0.703
FRA,1967,2.698,2.238,2.704,2.436,50650.0,9907.187,0.209,0.666
FRA,1968,2.038,1.864,2.402,2.414,51034.0,10267.018,0.216,0.643
FRA,1969,4.198,4.405,3.419,3.513,51470.0,10885.564,0.241,0.643
FRA,1970,2.033,3.121,2.535,3.002,51918.0,11410.089,0.261,0.666
FRA,1971,2.953,2.174,2.912,2.463,52432.0,11844.961,0.264,0.703
FRA,1972,2.694,1.897,2.645,2.012,52894.0,12263.546,0.273,0.737
FRA,1973,3.568,2.935,2.972,2.039,53333.0,12824.424,0.292,0.75
FRA,1974,1.362,0.829,1.628,0.658,53690.0,13112.535,0.366,0.75
FRA,1975,-0.162,-2.331,1.103,-0.324,53955.0,12957.205,0.312,0.75
FRA,1976,3.495,2.179,2.24,1.344,54159.0,13466.386,0.342,0.75
FRA,1977,0.739,1.139,1.257,1.122,54378.0,13912.704,0.347,0.75
FRA,1978,1.875,1.279,1.595,0.977,54602.0,14240.211,0.32,0.75
FRA,1979,0.932,1.456,0.747,0.894,54836.0,14634.383,0.342,0.744
FRA,1980,-0.582,-0.31,0.104,0.09,55110.0,14766.159,0.364,0.727
FRA,1981,0.1,-0.704,0.172,-0.094,55399.0,14839.907,0.376,0.702
FRA,1982,1.204,0.689,0.349,0.211,55697.0,15131.641,0.37,0.68
FRA,1983,-1.086,0.112,-0.586,-0.0,55929.0,15245.114,0.363,0.672
FRA,1984,-1.13,-0.414,-0.302,-0.093,56246.0,15381.929,0.384,0.68
FRA,1985,0.144,0.006,0.32,-0.001,56490.0,15530.271,0.38,0.702
FRA,1986,1.692,0.415,0.96,0.485,56725.0,15833.037,0.332,0.727
FRA,1987,1.276,0.282,1.195,0.587,56989.0,16157.89,0.33,0.75
FRA,1988,1.153,2.506,0.906,1.526,57255.0,16789.573,0.344,0.773
FRA,1989,0.576,1.318,0.626,1.301,57821.0,17299.701,0.369,0.798
FRA,1990,0.474,0.549,0.009,0.134,58168.0,17647.005,0.363,0.827
FRA,1991,-1.269,-0.768,-0.818,-0.31,58514.0,17724.135,0.361,0.852
FRA,1992,-1.031,-0.287,-0.947,-0.71,58859.0,17879.522,0.347,0.869
FRA,1993,-2.288,-3.102,-1.41,-1.609,59169.0,17666.018,0.32,0.875
FRA,1994,-0.414,0.092,-0.609,-0.191,59445.0,17978.2,0.342,0.875
FRA,1995,-0.165,0.273,-0.349,-0.178,59712.0,18261.961,0.36,0.881
FRA,1996,-0.18,-0.834,-0.262,-0.289,59981.0,18373.418,0.362,0.898
FRA,1997,-1.274,0.289,-0.151,0.145,60254.0,18690.444,0.394,0.923
FRA,1998,2.028,1.504,1.243,1.108,60535.0,19233.286,0.404,0.952
FRA,1999,1.617,1.218,1.214,0.953,60824.0,19771.392,0.396,0.977
FRA,2000,1.682,1.902,1.441,1.087,61137.0,20391.877,0.445,0.994
FRA,2001,0.585,-0.253,0.611,-0.237,61479.0,20648.034,0.436,1.0
FRA,2002,0.098,-1.254,0.248,-0.677,61829.0,20719.526,0.416,1.0
FRA,2003,-0.199,-1.44,0.137,-0.887,62171.0,20789.047,0.401,1.0
FRA,2004,0.545,0.102,0.319,-0.3,62534.0,21193.4,0.41,1.0
FRA,2005,0.222,-0.753,0.153,-0.527,62912.0,21450.001,0.424,1.0
FRA,2006,0.376,0.056,-0.136,-0.424,63293.0,21841.592,0.445,1.0
FRA,2007,-0.882,0.121,-0.65,-0.639,63682.0,22202.173,0.443,1.0
FRA,2008,-1.52,-1.958,-1.019,-2.013,64058.0,22057.35,0.451,1.0
FRA,2009,-1.301,-5.094,-0.95,-2.674,64399.244,21244.207,0.383,1.0
FRA,2010,-0.09,-0.142,-0.728,-1.09,64707.498,21477.477,0.425,1.0
FRA,2011,-1.43,-0.02,-1.372,-0.955,65021.937,22268.372,0.453,1.0
FRA,2012,-2.122,-1.896,-1.463,-1.395,65337.407,22610.446,0.457,1.0
FRA,2013,-1.442,-1.534,-1.18,-1.406,65669.373,22991.207,0.442,1.0
FRA,2014,-1.154,-1.155,-1.268,-1.144,66009.586,23503.817,0.434,1.0
FRA,2015,-0.442,-0.972,-0.563,-1.153,66335.366,23894.297,0.435,1.0
FRA,2016,0.357,-0.815,-0.553,-1.327,66604.443,24387.769,0.426,1.0
GBR,1875,-0.943,0.214,-0.714,-0.516,32839.0,3433.668,0.507,
GBR,1876,-1.381,-1.903,-0.872,-1.333,33200.0,3430.16,0.493,
GBR,1877,-1.131,-1.144,-0.991,-1.412,33576.0,3425.197,0.51,
GBR,1878,-1.256,-3.065,-1.453,-1.909,33932.0,3402.501,0.499,
GBR,1879,-3.719,-1.71,-1.734,-0.914,34304.0,3352.508,0.516,
GBR,1880,2.876,1.348,0.118,0.33,34623.0,3477.32,0.553,
GBR,1881,-2.926,1.796,-1.24,0.72,34935.0,3568.427,0.542,
GBR,1882,-0.327,0.521,-0.364,0.002,35206.0,3643.04,0.544,
GBR,1883,1.299,-1.038,-0.032,-0.592,35450.0,3643.31,0.551,
GBR,1884,-1.74,-1.652,-1.09,-1.123,35724.0,3621.654,0.533,
GBR,1885,-1.198,-2.923,-0.811,-1.639,36015.0,3573.681,0.507,
GBR,1886,-1.56,-0.486,-0.927,-0.311,36313.0,3600.024,0.487,
GBR,1887,1.599,1.382,0.214,0.608,36598.0,3713.151,0.485,
GBR,1888,-0.734,1.915,-0.325,1.369,36881.0,3849.098,0.498,
GBR,1889,-0.043,3.559,-0.014,1.464,37178.0,4023.766,0.512,
GBR,1890,-0.287,-1.627,-0.049,-0.985,37485.0,4008.789,0.504,1.0
GBR,1891,1.99,-2.857,0.372,-2.046,37802.0,3975.172,0.498,1.0
GBR,1892,-2.651,-4.742,-1.248,-2.565,38134.0,3846.32,0.491,1.0
GBR,1893,-1.823,-2.496,-0.663,-1.033,38490.0,3810.744,0.467,1.0
GBR,1894,1.724,5.281,0.641,1.94,38859.0,4028.893,0.443,1.0
GBR,1895,0.196,0.649,0.342,0.62,39221.0,4117.701,0.446,1.0
GBR,1896,1.799,1.075,0.723,0.732,39599.0,4248.564,0.456,1.0
GBR,1897,-1.736,-1.712,-0.29,-0.013,39987.0,4263.512,0.446,1.0
GBR,1898,1.869,2.854,0.828,1.312,40381.0,4427.724,0.434,1.0
GBR,1899,1.032,2.121,0.061,0.455,40773.0,4566.952,0.433,1.0
GBR,1900,-2.512,-3.821,-1.208,-1.61,41155.0,4491.814,0.449,1.0
GBR,1901,-0.323,-1.228,-0.81,-1.099,41538.0,4450.398,0.444,1.0
GBR,1902,-1.616,-0.439,-1.168,-1.167,41893.0,4525.281,0.445,1.0
GBR,1903,-1.767,-3.826,-1.436,-2.147,42246.0,4439.616,0.464,1.0
GBR,1904,-0.722,-1.176,-1.009,-0.885,42611.0,4427.944,0.474,1.0
GBR,1905,-1.617,1.523,-1.28,0.004,42981.0,4520.476,0.484,1.0
GBR,1906,-0.476,0.127,-0.798,-0.377,43361.0,4631.085,0.51,1.0
GBR,1907,-0.876,-0.136,-1.221,-1.052,43737.0,4678.579,0.535,1.0
GBR,1908,-2.554,-6.267,-1.796,-2.743,44124.0,4449.192,0.504,1.0
GBR,1909,-1.767,0.438,-1.369,-0.355,44520.0,4510.523,0.516,1.0
GBR,1910,-0.572,0.154,-0.708,-0.218,44916.0,4610.78,0.55,1.0
GBR,1911,0.888,1.268,0.044,0.533,45268.0,4708.9,0.54,1.0
GBR,1912,-1.028,-0.491,-0.459,0.237,45426.0,4761.747,0.561,1.0
GBR,1913,1.776,2.103,0.107,1.256,45649.0,4920.546,0.564,0.987
GBR,1914,-1.741,0.011,-1.494,0.891,46049.0,4926.582,0.493,0.953
GBR,1915,0.223,4.162,-2.042,2.176,46340.0,5288.266,0.458,0.903
GBR,1916,-10.438,0.14,-6.745,0.147,46514.0,5384.38,0.472,0.834
GBR,1917,-9.683,-0.897,-6.003,-0.733,46614.0,5421.016,0.39,0.75
GBR,1918,-2.15,0.805,-1.032,-1.992,46575.0,5459.315,0.337,0.666
GBR,1919,12.25,-11.734,5.041,-7.659,46534.0,4870.408,0.45,0.597
GBR,1920,-1.708,-10.175,-0.465,-7.228,46821.0,4547.914,0.577,0.547
GBR,1921,-1.465,-3.662,0.054,-3.301,44072.0,4439.151,0.4,0.513
GBR,1922,1.524,2.946,0.831,0.674,44372.0,4636.935,0.427,0.525
GBR,1923,1.075,1.232,0.752,0.867,44596.0,4759.71,0.469,0.593
GBR,1924,0.292,2.0,0.376,1.279,44915.0,4920.942,0.505,0.694
GBR,1925,0.67,3.03,0.346,1.239,45059.0,5144.494,0.494,0.806
GBR,1926,-2.037,-5.595,-0.532,-1.392,45232.0,4936.114,0.461,0.907
GBR,1927,2.136,6.014,0.831,2.365,45389.0,5314.938,0.441,0.975
GBR,1928,-0.107,-0.565,0.069,0.059,45578.0,5356.965,0.44,0.975
GBR,1929,0.472,1.315,0.153,0.086,45672.0,5503.318,0.435,0.92
GBR,1930,-0.226,-2.576,-0.235,-2.218,45866.0,5440.862,0.364,0.853
GBR,1931,-0.694,-7.159,-0.646,-3.7,46074.0,5138.416,0.3,0.79
GBR,1932,-2.53,-1.181,-0.97,-0.938,46335.0,5148.253,0.262,0.746
GBR,1933,0.802,1.099,0.292,0.728,46520.0,5277.461,0.252,0.729
GBR,1934,1.241,4.65,0.585,2.648,46666.0,5607.508,0.263,0.737
GBR,1935,0.981,1.941,0.663,2.09,46868.0,5799.005,0.278,0.75
GBR,1936,1.121,2.611,0.553,2.096,47081.0,6035.168,0.271,0.748
GBR,1937,-0.064,1.639,-0.349,1.33,47289.0,6217.618,0.303,0.743
GBR,1938,-0.979,-0.649,-1.437,0.473,47494.0,6266.452,0.266,0.73
GBR,1939,-1.809,-1.43,-3.075,0.885,47991.0,6262.401,0.227,0.711
GBR,1940,-11.758,7.689,-7.303,5.075,48226.0,6856.005,0.202,0.686
GBR,1941,-5.434,7.324,-4.935,4.733,48216.0,7481.676,0.18,0.656
GBR,1942,-2.773,0.651,-3.469,1.341,48400.0,7638.868,0.12,0.625
GBR,1943,-3.337,-0.008,-2.178,-0.819,48789.0,7743.702,0.107,0.594
GBR,1944,1.187,-5.919,0.931,-4.317,49016.0,7405.392,0.113,0.562
GBR,1945,4.476,-6.226,3.489,-4.774,49182.0,7056.135,0.12,0.531
GBR,1946,8.485,-5.943,5.14,-4.643,49217.0,6745.34,0.214,0.5
GBR,1947,1.146,-3.514,1.642,-2.709,49519.0,6604.411,0.265,0.469
GBR,1948,-1.356,0.505,0.049,-0.303,50014.0,6745.636,0.3,0.439
GBR,1949,-0.327,1.28,0.194,0.448,50312.0,6955.693,0.318,0.414
GBR,1950,1.633,2.085,0.247,1.297,50127.0,6939.374,0.36,0.407
GBR,1951,-3.036,0.972,-1.415,0.543,50290.0,7123.364,0.432,0.429
GBR,1952,-1.608,-1.629,-0.489,-0.133,50430.0,7090.72,0.376,0.473
GBR,1953,2.585,2.05,1.365,1.511,50593.0,7345.799,0.339,0.528
GBR,1954,2.372,2.3,1.563,1.552,50765.0,7619.206,0.331,0.566
GBR,1955,2.305,1.663,1.492,0.92,50946.0,7868.135,0.341,0.572
GBR,1956,-1.319,-0.942,-0.096,-0.064,51184.0,7928.747,0.326,0.551
GBR,1957,0.19,-0.231,0.595,-0.198,51430.0,8017.013,0.324,0.52
GBR,1958,1.012,-1.515,0.936,-0.202,51652.0,7965.81,0.297,0.498
GBR,1959,2.319,2.215,1.639,1.519,51956.0,8239.799,0.3,0.489
GBR,1960,1.581,3.024,1.199,1.707,52372.0,8645.23,0.307,0.494
GBR,1961,-0.015,0.068,0.525,0.552,52807.0,8856.667,0.292,0.494
GBR,1962,-0.088,-1.277,0.485,0.262,53292.0,8865.383,0.284,0.477
GBR,1963,2.229,2.19,1.462,1.543,53625.0,9149.184,0.289,0.452
GBR,1964,1.175,3.281,0.779,1.863,53991.0,9567.965,0.292,0.423
GBR,1965,-0.865,0.153,-0.241,0.786,54350.0,9751.536,0.282,0.405
GBR,1966,-0.1,-0.023,0.249,0.551,54643.0,9885.31,0.28,0.405
GBR,1967,0.559,0.469,0.572,0.527,54959.0,10048.891,0.276,0.423
GBR,1968,1.03,2.254,0.338,1.381,55214.0,10409.95,0.308,0.452
GBR,1969,-1.268,0.216,-0.04,0.548,55461.0,10551.685,0.31,0.477
GBR,1970,1.172,0.512,1.123,0.814,55632.0,10767.472,0.305,0.494
GBR,1971,1.399,0.116,1.771,0.726,55907.0,10941.474,0.3,0.5
GBR,1972,4.539,1.804,2.739,1.612,56079.0,11293.925,0.294,0.5
GBR,1973,3.765,5.265,2.086,2.687,56210.0,12025.28,0.342,0.5
GBR,1974,-2.767,-2.797,-1.015,-0.795,56224.0,11858.904,0.436,0.506
GBR,1975,-1.471,-2.015,-0.721,-0.677,56215.0,11847.087,0.387,0.523
GBR,1976,-0.905,1.223,-0.681,0.52,56206.0,12114.952,0.424,0.567
GBR,1977,-1.689,1.011,-0.253,0.696,56179.0,12383.613,0.441,0.646
GBR,1978,3.822,1.808,1.931,1.044,56167.0,12827.835,0.413,0.747
GBR,1979,3.116,1.144,1.603,0.026,56228.0,13167.283,0.411,0.848
GBR,1980,-1.557,-3.668,-0.386,-1.829,56314.0,12931.491,0.386,0.93
GBR,1981,-1.517,-2.992,-0.493,-1.532,56382.6,12747.426,0.368,0.981
GBR,1982,-0.526,0.565,0.08,0.193,56339.7,12954.647,0.372,1.0
GBR,1983,2.591,1.985,1.378,1.067,56382.62,13404.467,0.383,1.0
GBR,1984,0.655,0.99,1.109,1.111,56462.23,13720.057,0.423,1.0
GBR,1985,2.03,1.803,2.42,1.644,56620.24,14164.546,0.42,1.0
GBR,1986,4.705,2.195,3.706,2.071,56796.26,14741.816,0.379,1.0
GBR,1987,3.656,2.766,3.927,2.259,56981.62,15393.437,0.375,1.0
GBR,1988,5.715,3.178,4.127,2.195,57159.6,16109.996,0.358,1.0
GBR,1989,1.744,0.48,1.722,0.653,57324.47,16413.723,0.371,1.0
GBR,1990,-0.882,-0.925,-0.487,-0.592,57493.31,16429.912,0.363,1.0
GBR,1991,-3.267,-3.083,-1.642,-1.57,57665.65,16155.292,0.337,1.0
GBR,1992,-1.156,-1.537,-0.608,-0.753,57866.35,16133.495,0.341,1.0
GBR,1993,1.104,0.567,0.548,0.381,58026.92,16458.296,0.364,1.0
GBR,1994,1.117,2.517,0.735,1.324,58212.52,17117.942,0.378,1.0
GBR,1995,0.009,1.141,0.669,1.044,58426.01,17585.527,0.41,1.0
GBR,1996,2.214,1.023,1.614,1.23,58618.66,18044.003,0.42,1.0
GBR,1997,1.821,1.339,1.829,1.252,58808.27,19115.072,0.406,1.0
GBR,1998,2.053,1.521,2.039,1.514,59035.65,19724.085,0.376,1.0
GBR,1999,2.874,1.17,2.513,1.232,59293.32,20269.482,0.372,1.0
GBR,2000,2.659,1.956,2.325,1.549,59522.47,21045.72,0.397,1.0
GBR,2001,1.41,0.611,1.696,0.827,59723.24,21567.354,0.392,1.0
GBR,2002,1.917,0.319,1.866,0.732,59912.43,22008.006,0.374,1.0
GBR,2003,1.339,1.033,1.483,0.906,60094.65,22762.765,0.356,1.0
GBR,2004,1.827,1.52,1.388,1.102,60270.71,23306.56,0.352,1.0
GBR,2005,-0.153,0.679,0.205,0.439,60441.46,23810.432,0.369,1.0
GBR,2006,0.355,0.289,0.194,0.148,60609.15,24285.283,0.4,1.0
GBR,2007,0.397,0.148,-0.38,-0.684,60776.24,25002.119,0.357,1.0
GBR,2008,-1.299,-2.663,-1.664,-2.216,60943.91,24602.134,0.393,1.0
GBR,2009,-5.258,-6.437,-2.855,-3.462,61067.495,23489.355,0.362,1.0
GBR,2010,-1.116,-0.506,-1.617,-1.225,61556.929,23777.156,0.398,1.0
GBR,2011,-2.82,-0.742,-1.907,-1.165,62071.865,24429.86,0.426,1.0
GBR,2012,-0.423,-0.627,-0.907,-0.688,62483.814,25040.379,0.421,1.0
GBR,2013,-0.271,-0.04,-0.605,-0.083,62877.127,25768.825,0.409,1.0
GBR,2014,0.03,0.853,-0.217,0.078,63358.715,26831.238,0.377,1.0
GBR,2015,0.412,0.121,0.015,-0.175,63861.881,27498.911,0.366,1.0
GBR,2016,0.715,-0.338,-0.023,-0.533,64389.568,28120.379,0.377,1.0
ITA,1875,-0.036,-1.91,-0.47,-1.564,28630.0,1550.12,0.25,
ITA,1876,-1.043,-4.218,-1.085,-2.232,28837.0,1512.227,0.283,
ITA,1877,-1.494,-1.462,-1.468,-1.101,29067.0,1521.925,0.207,
ITA,1878,-2.946,1.726,-2.315,-0.03,29252.0,1559.976,0.214,
ITA,1879,-2.875,-1.717,-2.377,-0.881,29425.0,1564.482,0.254,
ITA,1880,-2.426,-0.022,-2.306,-0.154,29534.0,1588.914,0.237,
ITA,1881,-0.563,0.871,-1.772,0.015,29672.0,1636.905,0.254,
ITA,1882,-4.792,-0.527,-2.824,-0.473,29898.0,1656.959,0.244,
ITA,1883,-0.826,-0.541,-1.218,-1.072,30113.0,1672.113,0.252,
ITA,1884,-1.02,-3.811,-1.131,-1.956,30366.0,1646.781,0.246,
ITA,1885,2.132,-0.52,-0.276,-0.628,30644.0,1671.102,0.248,
ITA,1886,-5.026,0.952,-2.799,-0.295,30857.0,1707.576,0.226,
ITA,1887,-0.085,-0.278,-1.437,-0.956,31049.0,1750.845,0.251,
ITA,1888,-4.717,-2.212,-2.372,-2.053,31243.0,1741.747,0.199,
ITA,1889,-0.727,-5.037,-1.005,-2.935,31468.0,1688.678,0.207,
ITA,1890,2.166,-0.841,-0.083,-1.448,31702.0,1689.66,0.184,1.0
ITA,1891,-1.218,-0.432,-1.43,-1.25,31892.0,1712.291,0.163,1.0
ITA,1892,-4.196,-2.555,-2.808,-1.695,32091.0,1714.225,0.181,1.0
ITA,1893,-3.305,-0.372,-2.382,-0.959,32303.0,1741.105,0.188,1.0
ITA,1894,-1.111,-1.414,-1.608,-1.37,32513.0,1750.854,0.19,1.0
ITA,1895,-0.636,-1.242,-1.043,-1.305,32689.0,1765.032,0.179,1.0
ITA,1896,-0.361,-0.957,-1.177,-1.239,32863.0,1791.422,0.176,1.0
ITA,1897,-3.39,-1.778,-1.81,-1.55,33078.0,1794.399,0.18,1.0
ITA,1898,-0.164,-1.96,-0.689,-1.46,33285.0,1787.219,0.202,1.0
ITA,1899,-1.117,-1.057,-0.385,-0.805,33487.0,1807.07,0.219,1.0
ITA,1900,2.199,0.227,0.769,-0.353,33672.0,1854.688,0.221,1.0
ITA,1901,0.035,-0.448,-0.042,-0.466,33877.0,1885.208,0.221,1.0
ITA,1902,-1.138,-0.206,-0.509,-0.356,34166.0,1915.135,0.233,1.0
ITA,1903,0.531,-0.684,-0.034,-0.303,34436.0,1932.492,0.241,1.0
ITA,1904,-1.407,0.1,-0.509,-0.156,34715.0,1966.435,0.241,1.0
ITA,1905,-0.196,0.051,-0.013,0.104,35011.0,2006.747,0.257,1.0
ITA,1906,0.717,0.997,0.572,0.416,35297.0,2074.707,0.274,1.0
ITA,1907,2.947,0.073,1.6,0.122,35594.0,2111.641,0.279,1.0
ITA,1908,0.654,-0.133,0.471,-0.082,35899.0,2156.211,0.263,1.0
ITA,1909,-0.087,-0.671,-0.499,-0.605,36213.0,2173.417,0.273,1.0
ITA,1910,-5.051,-1.685,-2.078,-0.985,36572.0,2175.518,0.282,1.0
ITA,1911,1.906,-0.408,0.39,-0.111,36917.0,2199.161,0.266,1.0
